,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti
same-sex_marriage1.0-5924,0,0,1,herald-sun,2009,1,10,20090110,1,0,0
same-sex_marriage1.0-4039,0,0,1,washington post,2006,11,23,20061123,0,1,0
same-sex_marriage1.0-4030,0,0,1,philadelphia inquirer,2006,11,28,20061128,1,0,0
same-sex_marriage1.0-4031,0,0,1,palm beach post,2006,11,27,20061127,1,0,0
same-sex_marriage1.0-3383,0,0,1,denver post,2006,1,20,20060120,1,0,0
same-sex_marriage1.0-7586,0,0,1,philadelphia inquirer,2012,2,14,20120214,1,0,0
same-sex_marriage1.0-3385,0,0,1,denver post,2006,1,18,20060118,1,0,0
same-sex_marriage1.0-3384,0,0,1,denver post,2006,1,20,20060120,1,0,0
same-sex_marriage1.0-7589,0,0,1,washington post,2012,2,14,20120214,1,0,0
same-sex_marriage1.0-2385,0,0,1,new york times,2004,11,18,20041118,1,0,0
same-sex_marriage1.0-2382,0,0,1,philadelphia inquirer,2004,11,19,20041119,0,1,0
same-sex_marriage1.0-2383,0,0,1,st. petersburg times,2004,11,19,20041119,0,0,1
same-sex_marriage1.0-3566,0,0,1,usa today,2008,5,16,20080516,1,0,0
same-sex_marriage1.0-3561,0,0,1,san jose mercury news,2008,5,16,20080516,1,0,0
same-sex_marriage1.0-6863,0,0,1,new york times,2011,5,17,20110517,1,0,0
same-sex_marriage1.0-6717,0,0,1,new york times,2011,6,25,20110625,1,0,0
same-sex_marriage1.0-6869,0,0,1,washington post,2011,5,16,20110516,0,0,1
same-sex_marriage1.0-6718,0,0,1,new york times,2011,6,25,20110625,1,0,0
same-sex_marriage1.0-2161,0,0,1,washington post,2004,7,26,20040726,0,1,0
same-sex_marriage1.0-2165,0,0,1,new york times,2004,7,25,20040725,0,1,0
same-sex_marriage1.0-2169,0,0,1,saint paul pioneer press,2004,7,24,20040724,1,0,0
same-sex_marriage1.0-2049,0,0,1,atlanta journal and constitution,2004,8,26,20040826,1,0,0
same-sex_marriage1.0-358,0,0,1,new york times,2003,11,19,20031119,1,0,0
same-sex_marriage1.0-354,0,0,1,daily news,2003,11,19,20031119,1,0,0
same-sex_marriage1.0-357,0,0,1,herald-sun,2003,11,19,20031119,1,0,0
same-sex_marriage1.0-350,0,0,1,washington post,2003,11,20,20031120,1,0,0
same-sex_marriage1.0-352,0,0,1,washington post,2003,11,20,20031120,0,1,0
same-sex_marriage1.0-353,0,0,1,atlanta journal and constitution,2003,11,19,20031119,1,0,0
same-sex_marriage1.0-11010,0,0,1,palm beach post,1999,12,27,19991227,1,0,0
same-sex_marriage1.0-11015,0,0,1,st. petersburg times,1999,12,26,19991226,1,0,0
same-sex_marriage1.0-2940,0,0,1,philadelphia inquirer,2005,3,15,20050315,1,0,0
same-sex_marriage1.0-1127,0,1,0,atlanta journal and constitution,2004,2,1,20040201,1,0,0
same-sex_marriage1.0-1120,0,0,1,washington post,2004,2,5,20040205,0,0,1
same-sex_marriage1.0-6231,0,0,1,san jose mercury news,2010,11,6,20101106,1,0,0
same-sex_marriage1.0-9716,0,0,1,san jose mercury news,1994,9,14,19940914,1,0,0
same-sex_marriage1.0-9717,0,0,1,new york times,1994,9,12,19940912,0,0,1
same-sex_marriage1.0-9714,0,0,1,atlanta journal and constitution,1994,10,17,19941017,0,1,0
same-sex_marriage1.0-9712,0,0,1,atlanta journal and constitution,1994,10,28,19941028,0,0,1
same-sex_marriage1.0-9710,0,0,1,saint paul pioneer press,1995,1,31,19950131,0,0,1
same-sex_marriage1.0-6239,0,0,1,new york times,2010,10,29,20101029,0,0,1
same-sex_marriage1.0-10692,0,0,1,herald-sun,2000,12,11,20001211,1,0,0
same-sex_marriage1.0-10691,0,0,1,herald-sun,2000,12,12,20001212,0,0,1
same-sex_marriage1.0-10529,0,0,1,san jose mercury news,1997,10,11,19971011,0,1,0
same-sex_marriage1.0-10526,0,0,1,atlanta journal and constitution,1997,10,20,19971020,1,0,0
same-sex_marriage1.0-5752,0,0,1,washington post,2009,5,12,20090512,1,0,0
same-sex_marriage1.0-3894,0,0,1,new york times,2008,9,3,20080903,1,0,0
same-sex_marriage1.0-5750,0,0,1,new york times,2009,5,12,20090512,0,1,0
same-sex_marriage1.0-8446,0,0,1,washington post,2012,5,10,20120510,1,0,0
same-sex_marriage1.0-8070,0,0,1,saint paul pioneer press,2012,6,28,20120628,0,0,1
same-sex_marriage1.0-5712,0,0,1,san jose mercury news,2009,5,26,20090526,1,0,0
same-sex_marriage1.0-5241,0,0,1,palm beach post,2008,5,12,20080512,1,0,0
same-sex_marriage1.0-5245,0,0,1,st. petersburg times,2008,5,3,20080503,1,0,0
same-sex_marriage1.0-5719,0,1,0,saint paul pioneer press,2009,5,23,20090523,1,0,0
same-sex_marriage1.0-3719,0,1,0,san jose mercury news,2008,11,17,20081117,1,0,0
same-sex_marriage1.0-3712,0,0,1,san jose mercury news,2008,11,19,20081119,1,0,0
same-sex_marriage1.0-3714,0,0,1,saint paul pioneer press,2008,11,19,20081119,1,0,0
same-sex_marriage1.0-8035,0,0,1,washington post,2012,1,17,20120117,1,0,0
same-sex_marriage1.0-9920,0,0,1,st. louis post-dispatch,1996,12,9,19961209,0,1,0
same-sex_marriage1.0-2054,0,0,1,saint paul pioneer press,2004,8,26,20040826,0,0,1
same-sex_marriage1.0-2029,0,0,1,st. louis post-dispatch,2004,9,2,20040902,0,0,1
same-sex_marriage1.0-7658,0,0,1,denver post,2012,2,2,20120202,1,0,0
same-sex_marriage1.0-7656,0,0,1,new york times,2012,2,3,20120203,0,0,1
same-sex_marriage1.0-7651,0,0,1,san jose mercury news,2012,2,6,20120206,0,1,0
same-sex_marriage1.0-7650,0,0,1,new york times,2012,2,6,20120206,1,0,0
same-sex_marriage1.0-3978,0,0,1,washington post,2006,12,17,20061217,0,1,0
same-sex_marriage1.0-3974,0,0,1,washington post,2006,12,18,20061218,0,0,1
same-sex_marriage1.0-3971,0,0,1,san jose mercury news,2006,12,21,20061221,1,0,0
same-sex_marriage1.0-99,0,1,0,philadelphia inquirer,2002,1,4,20020104,1,0,0
same-sex_marriage1.0-95,0,0,1,st. louis post-dispatch,2002,1,18,20020118,1,0,0
same-sex_marriage1.0-96,0,0,1,san jose mercury news,2002,1,12,20020112,0,1,0
same-sex_marriage1.0-97,0,0,1,san jose mercury news,2002,1,10,20020110,0,1,0
same-sex_marriage1.0-91,0,0,1,saint paul pioneer press,2002,2,5,20020205,1,0,0
same-sex_marriage1.0-93,0,0,1,atlanta journal and constitution,2002,1,26,20020126,0,0,1
same-sex_marriage1.0-2590,0,0,1,daily news,2005,12,9,20051209,0,0,1
same-sex_marriage1.0-2593,0,0,1,st. petersburg times,2005,12,9,20051209,0,0,1
same-sex_marriage1.0-2592,0,0,1,new york times,2005,12,9,20051209,0,0,1
same-sex_marriage1.0-2597,0,0,1,denver post,2005,12,6,20051206,1,0,0
same-sex_marriage1.0-1719,0,1,0,st. louis post-dispatch,2004,5,22,20040522,0,0,1
same-sex_marriage1.0-1711,0,0,1,san jose mercury news,2004,5,23,20040523,0,1,0
same-sex_marriage1.0-8632,0,0,1,washington post,2012,8,4,20120804,1,0,0
same-sex_marriage1.0-8633,0,0,1,new york times,2012,8,3,20120803,1,0,0
same-sex_marriage1.0-2629,0,0,1,philadelphia inquirer,2005,11,8,20051108,0,0,1
same-sex_marriage1.0-2627,0,0,1,st. louis post-dispatch,2005,11,9,20051109,0,0,1
same-sex_marriage1.0-8639,0,1,0,saint paul pioneer press,2012,8,3,20120803,0,1,0
same-sex_marriage1.0-2623,0,0,1,saint paul pioneer press,2005,11,10,20051110,0,0,1
same-sex_marriage1.0-2622,0,1,0,saint paul pioneer press,2005,11,11,20051111,0,0,1
same-sex_marriage1.0-10754,0,0,1,st. petersburg times,2000,7,24,20000724,0,1,0
same-sex_marriage1.0-10752,0,0,1,herald-sun,2000,8,13,20000813,1,0,0
same-sex_marriage1.0-10751,0,0,1,new york times,2000,9,3,20000903,0,0,1
same-sex_marriage1.0-10759,0,0,1,atlanta journal and constitution,2000,7,12,20000712,0,1,0
same-sex_marriage1.0-1820,0,0,1,san jose mercury news,2004,5,13,20040513,0,1,0
same-sex_marriage1.0-6293,0,0,1,san jose mercury news,2010,8,15,20100815,0,1,0
same-sex_marriage1.0-1822,0,0,1,washington post,2004,5,13,20040513,0,1,0
same-sex_marriage1.0-1823,0,0,1,atlanta journal and constitution,2004,5,12,20040512,0,1,0
same-sex_marriage1.0-1824,0,0,1,denver post,2004,5,12,20040512,1,0,0
same-sex_marriage1.0-1828,0,0,1,herald-sun,2004,5,11,20040511,0,0,1
same-sex_marriage1.0-5014,0,0,1,san jose mercury news,2011,2,16,20110216,0,1,0
same-sex_marriage1.0-5017,0,0,1,washington post,2011,2,16,20110216,1,0,0
same-sex_marriage1.0-4888,0,0,1,daily news,2011,4,26,20110426,0,1,0
same-sex_marriage1.0-1941,0,0,1,san jose mercury news,2004,4,4,20040404,1,0,0
same-sex_marriage1.0-164,0,0,1,atlanta journal and constitution,2001,5,24,20010524,1,0,0
same-sex_marriage1.0-2547,0,1,0,daily news,2004,10,7,20041007,1,0,0
same-sex_marriage1.0-2544,0,0,1,atlanta journal and constitution,2004,10,8,20041008,1,0,0
same-sex_marriage1.0-4634,0,1,0,new york times,2011,6,27,20110627,1,0,0
same-sex_marriage1.0-4631,0,0,1,daily news,2011,6,27,20110627,1,0,0
same-sex_marriage1.0-598,0,0,1,washington post,2003,7,3,20030703,1,0,0
same-sex_marriage1.0-5909,0,0,1,daily news,2009,2,3,20090203,0,1,0
same-sex_marriage1.0-5905,0,0,1,new york times,2009,2,8,20090208,0,1,0
same-sex_marriage1.0-5901,0,0,1,new york times,2009,2,13,20090213,1,0,0
same-sex_marriage1.0-3360,0,0,1,philadelphia inquirer,2006,1,29,20060129,1,0,0
same-sex_marriage1.0-3363,0,0,1,washington post,2006,1,28,20060128,0,1,0
same-sex_marriage1.0-3362,0,0,1,washington post,2006,1,29,20060129,1,0,0
same-sex_marriage1.0-3366,0,0,1,denver post,2006,1,26,20060126,0,0,1
same-sex_marriage1.0-8192,0,0,1,washington post,2012,5,24,20120524,0,1,0
same-sex_marriage1.0-8190,0,0,1,washington post,2012,5,24,20120524,1,0,0
same-sex_marriage1.0-10037,0,0,1,philadelphia inquirer,1996,8,31,19960831,0,0,1
same-sex_marriage1.0-10034,0,0,1,atlanta journal and constitution,1996,9,4,19960904,1,0,0
same-sex_marriage1.0-10035,0,0,1,st. louis post-dispatch,1996,9,4,19960904,0,0,1
same-sex_marriage1.0-10039,0,0,1,new york times,1996,8,24,19960824,0,0,1
same-sex_marriage1.0-2362,0,0,1,denver post,2004,12,3,20041203,0,1,0
same-sex_marriage1.0-2367,0,1,0,daily news,2004,11,30,20041130,1,0,0
same-sex_marriage1.0-2368,0,0,1,herald-sun,2004,11,30,20041130,1,0,0
same-sex_marriage1.0-2369,0,0,1,new york times,2004,11,30,20041130,1,0,0
same-sex_marriage1.0-3505,0,0,1,new york times,2008,5,29,20080529,1,0,0
same-sex_marriage1.0-3504,0,0,1,daily news,2008,5,29,20080529,1,0,0
same-sex_marriage1.0-6843,0,0,1,herald-sun,2011,5,25,20110525,0,1,0
same-sex_marriage1.0-6842,0,0,1,washington post,2011,5,27,20110527,0,0,1
same-sex_marriage1.0-6593,0,0,1,san jose mercury news,2010,1,11,20100111,0,1,0
same-sex_marriage1.0-7464,0,0,1,new york times,2012,3,25,20120325,1,0,0
same-sex_marriage1.0-7463,0,1,0,denver post,2012,3,25,20120325,1,0,0
same-sex_marriage1.0-2109,0,0,1,st. louis post-dispatch,2004,8,9,20040809,0,1,0
same-sex_marriage1.0-4218,0,0,1,denver post,2006,9,4,20060904,0,1,0
same-sex_marriage1.0-372,0,0,1,washington post,2003,11,19,20031119,1,0,0
same-sex_marriage1.0-373,0,1,0,washington post,2003,11,19,20031119,0,1,0
same-sex_marriage1.0-803,0,0,1,palm beach post,2004,2,26,20040226,0,0,1
same-sex_marriage1.0-377,0,0,1,atlanta journal and constitution,2003,11,13,20031113,0,0,1
same-sex_marriage1.0-375,0,0,1,philadelphia inquirer,2003,11,17,20031117,1,0,0
same-sex_marriage1.0-379,0,0,1,saint paul pioneer press,2003,11,13,20031113,0,0,1
same-sex_marriage1.0-11074,0,0,1,new york times,1999,10,17,19991017,0,0,1
same-sex_marriage1.0-11077,0,0,1,san jose mercury news,1999,10,15,19991015,0,1,0
same-sex_marriage1.0-11071,0,0,1,denver post,1999,10,21,19991021,1,0,0
same-sex_marriage1.0-11070,0,0,1,washington post,1999,10,22,19991022,0,1,0
same-sex_marriage1.0-11072,0,0,1,denver post,1999,10,20,19991020,0,0,1
same-sex_marriage1.0-11079,0,1,0,new york times,1999,10,12,19991012,1,0,0
same-sex_marriage1.0-9739,0,0,1,atlanta journal and constitution,1994,6,11,19940611,1,0,0
same-sex_marriage1.0-9730,0,0,1,new york times,1994,8,20,19940820,1,0,0
same-sex_marriage1.0-9731,0,0,1,usa today,1994,8,16,19940816,1,0,0
same-sex_marriage1.0-9733,0,1,0,st. louis post-dispatch,1994,7,16,19940716,0,1,0
same-sex_marriage1.0-1458,0,0,1,new york times,2004,3,7,20040307,1,0,0
same-sex_marriage1.0-1109,0,0,1,daily news,2004,2,5,20040205,0,1,0
same-sex_marriage1.0-1494,0,0,1,atlanta journal and constitution,2004,3,5,20040305,0,0,1
same-sex_marriage1.0-1455,0,0,1,denver post,2004,3,7,20040307,1,0,0
same-sex_marriage1.0-1454,0,0,1,denver post,2004,3,7,20040307,1,0,0
same-sex_marriage1.0-1490,0,0,1,st. petersburg times,2004,3,6,20040306,1,0,0
same-sex_marriage1.0-7882,0,0,1,washington post,2012,2,18,20120218,0,0,1
same-sex_marriage1.0-8468,0,0,1,new york times,2012,5,9,20120509,1,0,0
same-sex_marriage1.0-8467,0,0,1,new york times,2012,5,9,20120509,1,0,0
same-sex_marriage1.0-8465,0,0,1,new york times,2012,5,9,20120509,1,0,0
same-sex_marriage1.0-8461,0,0,1,new york times,2012,5,9,20120509,0,1,0
same-sex_marriage1.0-5224,0,0,1,san jose mercury news,2008,5,16,20080516,0,1,0
same-sex_marriage1.0-5221,0,0,1,san jose mercury news,2008,5,16,20080516,1,0,0
same-sex_marriage1.0-5738,0,0,1,washington post,2009,5,16,20090516,0,1,0
same-sex_marriage1.0-2130,0,0,1,saint paul pioneer press,2004,8,5,20040805,0,0,1
same-sex_marriage1.0-5735,0,0,1,washington post,2009,5,17,20090517,1,0,0
same-sex_marriage1.0-8054,0,0,1,washington post,2012,1,5,20120105,1,0,0
same-sex_marriage1.0-9908,0,0,1,new york times,1996,12,16,19961216,0,1,0
same-sex_marriage1.0-4170,0,0,1,washington post,2006,10,18,20061018,0,0,1
same-sex_marriage1.0-4176,0,0,1,washington post,2006,10,14,20061014,0,1,0
same-sex_marriage1.0-3192,0,0,1,daily news,2006,5,22,20060522,1,0,0
same-sex_marriage1.0-3193,0,0,1,philadelphia inquirer,2006,5,22,20060522,0,1,0
same-sex_marriage1.0-3196,0,0,1,atlanta journal and constitution,2006,5,19,20060519,0,0,1
same-sex_marriage1.0-3194,0,0,1,atlanta journal and constitution,2006,5,21,20060521,0,0,1
same-sex_marriage1.0-2820,0,0,1,new york times,2005,6,18,20050618,0,0,1
same-sex_marriage1.0-2824,0,0,1,new york times,2005,6,17,20050617,0,0,1
same-sex_marriage1.0-2826,0,0,1,philadelphia inquirer,2005,6,17,20050617,0,0,1
same-sex_marriage1.0-2021,0,0,1,philadelphia inquirer,2004,9,4,20040904,0,0,1
same-sex_marriage1.0-3990,0,0,1,philadelphia inquirer,2006,12,12,20061212,1,0,0
same-sex_marriage1.0-1731,0,1,0,daily news,2004,5,20,20040520,0,0,1
same-sex_marriage1.0-6109,0,0,1,san jose mercury news,2009,9,22,20090922,0,1,0
same-sex_marriage1.0-1738,0,0,1,washington post,2004,5,20,20040520,1,0,0
same-sex_marriage1.0-1739,0,0,1,atlanta journal and constitution,2004,5,19,20040519,1,0,0
same-sex_marriage1.0-2644,0,0,1,new york times,2005,10,9,20051009,1,0,0
same-sex_marriage1.0-2646,0,0,1,philadelphia inquirer,2005,10,6,20051006,1,0,0
same-sex_marriage1.0-2643,0,0,1,new york times,2005,10,9,20051009,0,1,0
same-sex_marriage1.0-2642,0,0,1,st. petersburg times,2005,10,13,20051013,1,0,0
same-sex_marriage1.0-8618,0,0,1,usa today,2012,8,10,20120810,0,0,1
same-sex_marriage1.0-8610,0,0,1,san jose mercury news,2012,8,16,20120816,0,1,0
same-sex_marriage1.0-8612,0,0,1,saint paul pioneer press,2012,8,15,20120815,1,0,0
same-sex_marriage1.0-8613,0,0,1,denver post,2012,8,12,20120812,1,0,0
same-sex_marriage1.0-8615,0,0,1,new york times,2012,8,11,20120811,1,0,0
same-sex_marriage1.0-8616,0,0,1,new york times,2012,8,11,20120811,0,0,1
same-sex_marriage1.0-1844,0,0,1,washington post,2004,5,9,20040509,1,0,0
same-sex_marriage1.0-1845,0,0,1,san jose mercury news,2004,5,7,20040507,1,0,0
same-sex_marriage1.0-1842,0,0,1,san jose mercury news,2004,5,9,20040509,0,0,1
same-sex_marriage1.0-1840,0,0,1,new york times,2004,5,9,20040509,0,0,1
same-sex_marriage1.0-1841,0,0,1,new york times,2004,5,9,20040509,1,0,0
same-sex_marriage1.0-493,0,1,0,st. louis post-dispatch,2003,8,7,20030807,1,0,0
same-sex_marriage1.0-1596,0,0,1,new york times,2004,6,30,20040630,1,0,0
same-sex_marriage1.0-5032,0,1,0,new york times,2011,2,1,20110201,1,0,0
same-sex_marriage1.0-149,0,0,1,philadelphia inquirer,2001,7,22,20010722,1,0,0
same-sex_marriage1.0-144,0,0,1,atlanta journal and constitution,2001,8,1,20010801,1,0,0
same-sex_marriage1.0-147,0,0,1,palm beach post,2001,7,23,20010723,1,0,0
same-sex_marriage1.0-146,0,0,1,atlanta journal and constitution,2001,7,25,20010725,0,0,1
same-sex_marriage1.0-142,0,0,1,saint paul pioneer press,2001,8,4,20010804,1,0,0
same-sex_marriage1.0-3825,0,0,1,st. petersburg times,2008,10,22,20081022,0,1,0
same-sex_marriage1.0-5560,0,0,1,new york times,2008,8,28,20080828,1,0,0
same-sex_marriage1.0-1687,0,0,1,new york times,2004,5,27,20040527,0,0,1
same-sex_marriage1.0-5697,0,0,1,new york times,2009,5,27,20090527,0,1,0
same-sex_marriage1.0-5693,0,0,1,washington post,2009,5,28,20090528,0,1,0
same-sex_marriage1.0-5690,0,0,1,new york times,2009,5,28,20090528,0,0,1
same-sex_marriage1.0-4343,0,0,1,new york times,2007,12,2,20071202,1,0,0
same-sex_marriage1.0-4616,0,0,1,daily news,2011,6,28,20110628,1,0,0
same-sex_marriage1.0-4346,0,0,1,palm beach post,2007,11,24,20071124,0,0,1
same-sex_marriage1.0-4612,0,1,0,washington post,2011,6,29,20110629,1,0,0
same-sex_marriage1.0-4348,0,1,0,palm beach post,2007,11,17,20071117,0,0,1
same-sex_marriage1.0-4349,0,0,1,new york times,2007,11,11,20071111,1,0,0
same-sex_marriage1.0-2489,0,1,0,new york times,2004,10,26,20041026,0,1,0
same-sex_marriage1.0-5960,0,0,1,san jose mercury news,2009,12,11,20091211,0,0,1
same-sex_marriage1.0-5968,0,0,1,philadelphia inquirer,2009,12,9,20091209,1,0,0
same-sex_marriage1.0-3695,0,0,1,st. petersburg times,2008,11,28,20081128,1,0,0
same-sex_marriage1.0-3692,0,1,0,new york times,2008,11,29,20081129,0,0,1
same-sex_marriage1.0-10011,0,0,1,saint paul pioneer press,1996,9,12,19960912,1,0,0
same-sex_marriage1.0-6929,0,1,0,saint paul pioneer press,2011,4,25,20110425,0,0,1
same-sex_marriage1.0-10019,0,0,1,saint paul pioneer press,1996,9,11,19960911,0,0,1
same-sex_marriage1.0-6829,0,0,1,philadelphia inquirer,2011,6,1,20110601,1,0,0
same-sex_marriage1.0-6828,0,0,1,saint paul pioneer press,2011,6,2,20110602,1,0,0
same-sex_marriage1.0-6821,0,0,1,new york times,2011,6,10,20110610,1,0,0
same-sex_marriage1.0-6822,0,0,1,herald-sun,2011,6,9,20110609,0,0,1
same-sex_marriage1.0-7195,0,0,1,saint paul pioneer press,2011,9,23,20110923,1,0,0
same-sex_marriage1.0-3522,0,0,1,new york times,2008,5,23,20080523,0,1,0
same-sex_marriage1.0-3521,0,0,1,washington post,2008,5,24,20080524,0,1,0
same-sex_marriage1.0-3525,0,0,1,st. petersburg times,2008,5,23,20080523,1,0,0
same-sex_marriage1.0-3524,0,0,1,san jose mercury news,2008,5,23,20080523,0,0,1
same-sex_marriage1.0-2348,0,0,1,philadelphia inquirer,2004,12,11,20041211,1,0,0
same-sex_marriage1.0-2342,0,0,1,atlanta journal and constitution,2004,12,12,20041212,0,0,1
same-sex_marriage1.0-2346,0,0,1,atlanta journal and constitution,2004,12,11,20041211,0,1,0
same-sex_marriage1.0-1465,0,0,1,philadelphia inquirer,2004,3,7,20040307,0,1,0
same-sex_marriage1.0-3839,0,0,1,san jose mercury news,2008,10,16,20081016,1,0,0
same-sex_marriage1.0-3832,0,0,1,st. petersburg times,2008,10,19,20081019,1,0,0
same-sex_marriage1.0-3837,0,0,1,san jose mercury news,2008,10,17,20081017,1,0,0
same-sex_marriage1.0-3836,0,0,1,san jose mercury news,2008,10,18,20081018,1,0,0
same-sex_marriage1.0-822,0,0,1,daily news,2004,2,25,20040225,0,0,1
same-sex_marriage1.0-823,0,0,1,denver post,2004,2,25,20040225,0,1,0
same-sex_marriage1.0-821,0,0,1,daily news,2004,2,25,20040225,1,0,0
same-sex_marriage1.0-1693,0,0,1,saint paul pioneer press,2004,5,26,20040526,0,1,0
same-sex_marriage1.0-1691,0,0,1,new york times,2004,5,26,20040526,0,1,0
same-sex_marriage1.0-1697,0,0,1,st. louis post-dispatch,2004,5,26,20040526,1,0,0
same-sex_marriage1.0-1696,0,0,1,st. louis post-dispatch,2004,5,26,20040526,1,0,0
same-sex_marriage1.0-7332,0,1,0,new york times,2011,7,18,20110718,1,0,0
same-sex_marriage1.0-2125,0,0,1,st. louis post-dispatch,2004,8,6,20040806,1,0,0
same-sex_marriage1.0-2120,0,0,1,herald-sun,2004,8,6,20040806,1,0,0
same-sex_marriage1.0-2121,0,0,1,st. petersburg times,2004,8,6,20040806,0,0,1
same-sex_marriage1.0-7334,0,0,1,new york times,2011,7,18,20110718,1,0,0
same-sex_marriage1.0-2123,0,1,0,st. louis post-dispatch,2004,8,6,20040806,0,0,1
same-sex_marriage1.0-11059,0,0,1,new york times,1999,11,7,19991107,1,0,0
same-sex_marriage1.0-11055,0,0,1,san jose mercury news,1999,11,14,19991114,1,0,0
same-sex_marriage1.0-11051,0,0,1,denver post,1999,11,17,19991117,1,0,0
same-sex_marriage1.0-1476,0,1,0,washington post,2004,3,7,20040307,0,0,1
same-sex_marriage1.0-1475,0,0,1,st. louis post-dispatch,2004,3,7,20040307,0,1,0
same-sex_marriage1.0-6314,0,0,1,daily news,2010,8,11,20100811,1,0,0
same-sex_marriage1.0-1470,0,0,1,san jose mercury news,2004,3,7,20040307,1,0,0
same-sex_marriage1.0-10653,0,0,1,new york times,1997,2,19,19970219,0,0,1
same-sex_marriage1.0-10650,0,0,1,denver post,1997,2,21,19970221,0,1,0
same-sex_marriage1.0-10651,0,0,1,new york times,1997,2,20,19970220,1,0,0
same-sex_marriage1.0-10657,0,0,1,new york times,1997,2,16,19970216,1,0,0
same-sex_marriage1.0-10658,0,0,1,washington post,1997,2,15,19970215,1,0,0
same-sex_marriage1.0-10659,0,0,1,denver post,1997,2,14,19970214,0,1,0
same-sex_marriage1.0-3622,0,0,1,washington post,2008,3,6,20080306,1,0,0
same-sex_marriage1.0-1532,0,0,1,san jose mercury news,2004,3,4,20040304,1,0,0
same-sex_marriage1.0-3628,0,0,1,saint paul pioneer press,2008,3,3,20080303,0,1,0
same-sex_marriage1.0-1533,0,0,1,san jose mercury news,2004,3,4,20040304,0,1,0
same-sex_marriage1.0-8400,0,0,1,herald-sun,2012,5,10,20120510,1,0,0
same-sex_marriage1.0-8408,0,0,1,new york times,2012,5,10,20120510,1,0,0
same-sex_marriage1.0-1530,0,0,1,saint paul pioneer press,2004,3,4,20040304,1,0,0
same-sex_marriage1.0-5754,0,0,1,philadelphia inquirer,2009,5,11,20090511,1,0,0
same-sex_marriage1.0-5207,0,0,1,new york times,2008,5,17,20080517,1,0,0
same-sex_marriage1.0-5203,0,0,1,washington post,2008,5,19,20080519,1,0,0
same-sex_marriage1.0-3754,0,0,1,denver post,2008,11,7,20081107,1,0,0
same-sex_marriage1.0-8076,0,0,1,tampa bay times,2012,6,26,20120626,1,0,0
same-sex_marriage1.0-3757,0,0,1,san jose mercury news,2008,11,7,20081107,1,0,0
same-sex_marriage1.0-3750,0,0,1,st. petersburg times,2008,11,9,20081109,1,0,0
